
#69.0238
#Fondé en 1905, l'industriel lyonnais a successivement évolué dans le giron de Schneider Electric et de Siemens, avant de gagner son indépendance en 2006, avec l'aide de l'investisseur américain AIAC.
1	Fondé	fonder	VERB	BN	O	10	advcl
17	tour	tour	NOUN	O	O	6	obl:mod
18	de	de	ADP	O	O	19	case
19	table	table	NOUN	O	O	17	nmod
20	.	.	PUNCT	O	O	6	punct


#L’activité industrielle du site JST Transformateur concerne la production de transformateurs de puissance haute tension et de transformateurs de locomotive embarqués (TGV notamment).
1	L’	l’	DET	BA	O	2	det
2	activité	activité	NOUN	IA	O	8	nsubj
3	industrielle	industriel	ADJ	IA	O	2	amod
4	du	de	ADP	IA	O	5	case
5	site	site	NOUN	IA	O	2	nmod
6	JST	JST	PROPN	IO	II	5	nmod
7	Transformateur	Transformateur	PROPN	EO	EI	5	nmod
8	concerne	concerne	VERB	O	O	8	ROOT
9	la	le	DET	BA	O	10	det
10	production	production	NOUN	IA	O	8	obj
11	de	de	ADP	IA	O	12	case
12	transformateurs	transformateur	NOUN	IA	O	10	nmod
13	de	de	ADP	IA	O	14	case
14	puissance	puissance	NOUN	IA	O	12	nmod
15	haute	haut	ADJ	IA	O	16	amod
16	tension	tension	NOUN	EA	O	14	nmod
17	et	et	CCONJ	O	O	19	cc
18	de	de	ADP	O	O	19	case
19	transformateurs	transformateur	NOUN	O	O	12	conj
20	de	de	ADP	O	O	21	case
21	locomotive	locomotive	NOUN	O	O	19	nmod
22	embarqués	embarquer	VERB	O	O	19	acl
23	(	(	PUNCT	O	O	19	punct
24	TGV	TGV	PROPN	O	O	19	appos
25	notamment	notamment	ADV	O	O	19	advmod
26	)	)	PUNCT	O	O	8	punct
27	.	.	PUNCT	O	O	27	ROOT


#Cette activité se décompose en plusieurs étapes :
1	Cette	ce	DET	O	O	2	det
2	activité	activité	NOUN	O	O	4	nsubj
3	se	se	PRON	O	O	4	expl:pass
4	décompose	décompose	VERB	O	O	4	ROOT
5	en	en	ADP	O	O	6	case
6	 	 	SPACE	O	O	4	dep
7	plusieurs	plusieurs	DET	O	O	8	det
8	étapes	étape	NOUN	O	O	4	obj
9	:	:	PUNCT	O	O	4	punct


#le bobinage
1	le	le	DET	O	O	2	det
2	bobinage	bobinage	NOUN	EO	O	2	ROOT


#la préparation des isolants
1	la	le	DET	O	O	2	det
2	préparation	préparation	NOUN	O	O	2	ROOT
3	des	de	ADP	O	O	4	case
4	isolants	isolant	NOUN	O	O	2	nmod


#la menuiserie
1	la	le	DET	O	O	2	det
2	menuiserie	menuiserie	NOUN	O	O	2	ROOT


#l’assemblage des isolants et des bobines
1	l’	l’	DET	O	O	2	det
2	assemblage	assemblage	NOUN	O	O	2	ROOT
3	des	de	ADP	O	O	4	case
4	isolants	isolant	NOUN	O	O	2	nmod
5	et	et	CCONJ	O	O	7	cc
6	des	de	ADP	O	O	7	case
7	bobines	bobine	NOUN	BO	BU	4	conj


#le séchage et montage des transformateurs : imprégnation d'huiles
1	le	le	DET	BO	O	2	det
2	séchage	séchage	NOUN	IO	O	2	ROOT
3	et	et	CCONJ	IO	O	4	cc
4	montage	montage	NOUN	IO	O	2	conj
5	des	de	ADP	IO	O	6	case
6	transformateurs	transformateur	NOUN	EO	O	4	nmod
7	 	 	SPACE	O	O	7	dep
8	:	:	PUNCT	BA	O	7	punct
9	imprégnation	imprégnation	NOUN	EN	O	7	obl:mod
10	d'	de	ADP	BO	O	11	case
11	huiles	huile	NOUN	EO	O	9	nmod


#la peinture
1	la	le	DET	O	O	2	det
2	peinture	peinture	NOUN	O	O	2	ROOT


#les tests
1	les	le	DET	O	O	2	det
2	tests	test	NOUN	O	O	2	ROOT


#le conditionnement
1	le	le	DET	O	O	2	det
2	conditionnement	conditionnement	NOUN	O	O	2	ROOT


#L'établissement est certifié ISO 9001 (2000) et ISO 14001(2004)
1	L'	le	DET	BO	O	2	det
2	établissement	établissement	NOUN	EO	O	4	nsubj:pass
3	est	être	AUX	BN	O	4	aux:pass
4	certifié	certifier	VERB	IN	O	4	ROOT
5	ISO	iso	NOUN	IN	O	4	obj
6	9001	9001	NUM	O	O	5	nummod
7	(	(	PUNCT	O	O	5	punct
8	2000	2000	NOUN	O	O	5	nmod
9	)	)	PUNCT	O	O	5	punct
10	et	et	CCONJ	O	O	11	cc
11	ISO	iso	NOUN	O	O	5	conj
12	14001(2004	14001(2004	NOUN	O	O	11	nummod
13	)	)	PUNCT	O	O	4	punct


#Très imbriqué dans l’agglomération lyonnaise, le site est bordé par :
1	Très	très	ADV	O	O	2	advmod
2	imbriqué	imbriquer	VERB	BL	O	11	advcl
3	dans	dans	ADP	IL	O	5	case
4	l’	l’	DET	IL	O	5	det
5	agglomération	agglomération	NOUN	IL	O	2	obl:arg
6	lyonnaise	lyonnais	ADJ	EL	O	5	amod
7	,	,	PUNCT	O	O	11	punct
8	le	le	DET	BO	O	9	det
9	site	site	NOUN	EO	O	11	nsubj:pass
10	est	être	AUX	O	O	11	aux:pass
11	bordé	border	VERB	BL	O	11	ROOT
12	par	par	ADP	IL	O	13	case
13	:	:	PUNCT	EL	O	11	obl:agent


#o Au nord ouest, par la rue du Professeur Beauvisage puis par des immeubles résidentiels et
1	o	o	PUNCT	O	O	17	punct
2	Au	au	ADP	BL	O	3	case
3	nord	nord	NOUN	IL	O	17	obl:mod
4	ouest	ouest	NOUN	EL	O	3	nmod
5	,	,	PUNCT	O	O	3	punct
6	par	par	ADP	BL	O	8	case
7	la	le	DET	BL	O	8	det
8	rue	rue	NOUN	IL	O	3	nmod
9	du	de	ADP	IL	O	10	case
10	Professeur	professeur	NOUN	IL	O	8	nmod
11	Beauvisage	Beauvisage	PROPN	EL	O	10	flat:name
12	puis	puis	CCONJ	O	O	15	cc
13	par	par	ADP	O	O	15	case
14	des	un	DET	BO	O	15	det
15	immeubles	immeuble	NOUN	EO	O	8	conj
16	résidentiels	résidentiel	ADJ	EN	O	15	amod
17	et	et	CCONJ	O	O	17	ROOT


#maisons individuelles ;
1	maisons	maison	NOUN	O	O	1	ROOT
2	individuelles	individuel	ADJ	O	O	1	amod
3	;	;	PUNCT	O	O	1	punct


#o Au nord est, par l’avenue Paul Santy puis par des immeubles résidentiels ;
1	o	o	PUNCT	O	O	1	ROOT
2	Au	au	ADP	BL	O	3	case
3	nord	nord	NOUN	IL	O	1	nmod
4	est	être	VERB	EL	O	3	nmod
5	,	,	PUNCT	O	O	3	punct
6	par	par	ADP	BL	O	8	case
7	l’	l’	DET	BL	O	8	det
8	avenue	avenue	NOUN	IL	O	3	nmod
9	Paul	Paul	PROPN	IL	O	8	appos
10	Santy	Santy	PROPN	EL	O	9	flat:name
11	puis	puis	CCONJ	O	O	14	cc
12	par	par	ADP	O	O	14	case
13	des	un	DET	BO	O	14	det
14	immeubles	immeuble	NOUN	IL	O	8	conj
15	résidentiels	résidentiel	ADJ	EL	O	14	amod
16	;	;	PUNCT	O	O	3	punct


#o Au sud est, par des immeubles résidentiels et des établissements scolaires puis la rue Stéphane
1	o	o	PUNCT	O	O	1	ROOT
2	Au	au	ADP	BL	O	3	case
3	sud	sud	NOUN	IL	O	1	nmod
4	est	être	AUX	EL	O	3	nmod
5	,	,	PUNCT	O	O	3	punct
6	par	par	ADP	O	O	8	case
7	des	un	DET	O	O	8	det
8	immeubles	immeuble	NOUN	O	O	3	nmod
9	résidentiels	résidentiel	ADJ	O	O	8	amod
10	et	et	CCONJ	O	O	12	cc
11	des	un	DET	BO	O	12	det
12	établissements	établissement	NOUN	EO	O	8	conj
13	scolaires	scolaire	ADJ	EO	O	12	amod
14	puis	puis	CCONJ	O	O	16	cc
15	la	le	DET	BL	O	16	det
16	rue	rue	NOUN	IL	O	3	conj
17	Stéphane	Stéphane	PROPN	IL	O	16	nmod


#Coignet ;
1	Coignet	Coignet	PROPN	EO	O	1	ROOT
2	;	;	PUNCT	O	O	1	punct


#o Au sud ouest, par des immeubles résidentiels munis d’espaces verts, par la rue Philippe Fabia
1	o	o	PUNCT	O	O	1	ROOT
2	Au	au	ADP	BL	O	3	case
3	sud	sud	NOUN	IL	O	1	nmod
4	ouest	ouest	NOUN	EL	O	3	nmod
5	,	,	PUNCT	O	O	3	punct
6	par	par	ADP	O	O	8	case
7	des	un	DET	BO	O	8	det
8	immeubles	immeuble	NOUN	IN	O	3	nmod
9	résidentiels	résidentiel	ADJ	EN	O	8	amod
10	munis	munir	VERB	O	O	8	acl
11	d’	d’	ADP	O	O	12	case
12	espaces	espace	NOUN	O	O	10	obl:arg
13	verts	vert	ADJ	O	O	12	amod
14	,	,	PUNCT	O	O	3	punct
15	par	par	ADP	O	O	17	case
16	la	le	DET	BL	O	17	det
17	rue	rue	NOUN	BL	O	3	nmod
18	Philippe	Philippe	PROPN	IL	O	17	appos
19	Fabia	Fabia	PROPN	EL	O	18	flat:name


#puis par le boulevard des Etats-Unis.
1	puis	puis	CCONJ	O	O	4	cc
2	par	par	ADP	BL	O	4	case
3	le	le	DET	BL	O	4	det
4	boulevard	boulevard	NOUN	BL	O	4	ROOT
5	des	de	ADP	IL	O	6	case
6	Etats-Unis	Etats-Unis	PROPN	EL	O	4	nmod
7	.	.	PUNCT	O	O	4	punct


#Le site repose sur des terrains constitués d’alluvions fluvio glaciaires perméable (5.10-4 m/s).
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	3	nsubj
3	repose	repose	VERB	BR	O	3	ROOT
4	sur	sur	ADP	ER	O	6	case
5	des	un	DET	O	O	6	det
6	terrains	terrain	NOUN	O	O	3	obl:arg
7	constitués	constituer	VERB	O	O	6	acl
8	d’	d’	ADP	O	O	9	case
9	alluvions	alluvion	NOUN	O	O	7	obl:agent
10	fluvio	fluvio	ADJ	O	O	9	amod
11	glaciaires	glaciaire	ADJ	O	O	9	amod
12	perméable	perméable	ADJ	O	O	9	amod
13	(	(	PUNCT	O	O	12	punct
14	5.10	5.10	NUM	O	O	17	nummod
15	-	-	NUM	O	O	17	nummod
16	4	4	NUM	O	O	17	nummod
17	m	m	NOUN	O	O	12	parataxis
18	/	sur	ADP	O	O	19	case
19	s	s	NOUN	O	O	17	nmod
20	)	)	PUNCT	O	O	12	punct
21	.	.	PUNCT	O	O	9	punct


#Une nappe est présente à partir
1	Une	un	DET	O	O	2	det
2	nappe	nappe	NOUN	O	O	4	nsubj
3	est	être	AUX	O	O	4	cop
4	présente	présent	ADJ	O	O	4	ROOT
5	à	à	ADP	O	O	4	advmod
6	partir	partir	VERB	O	O	5	fixed


#de 8 m de profondeur environ, et est mal protégée géologiquement des infiltrations.
1	de	de	ADP	O	O	3	case
2	8	8	NUM	O	O	3	nummod
3	m	m	NOUN	O	O	3	ROOT
4	de	de	ADP	O	O	5	case
5	profondeur	profondeur	NOUN	O	O	3	nmod
6	environ	environ	ADV	O	O	3	advmod
7	,	,	PUNCT	O	O	3	punct
8	et	et	CCONJ	O	O	11	cc
9	est	être	AUX	O	O	11	aux:pass
10	mal	mal	ADV	O	O	11	advmod
11	protégée	protéger	VERB	O	O	3	conj
12	géologiquement	géologiquement	ADV	O	O	11	advmod
13	des	de	ADP	O	O	14	case
14	infiltrations	infiltration	NOUN	O	O	11	obl:arg
15	.	.	PUNCT	O	O	15	ROOT


#Les voies de
1	Les	le	DET	O	O	2	det
2	voies	voie	NOUN	O	O	2	ROOT
3	de	de	ADP	O	O	2	amod


#transfert dans le sol et la nappe sont donc relativement rapides au niveau des zones non
1	transfert	transfert	NOUN	O	O	11	nsubj
2	dans	dans	ADP	O	O	4	case
3	le	le	DET	O	O	4	det
4	sol	sol	NOUN	O	O	1	nmod
5	et	et	CCONJ	O	O	7	cc
6	la	le	DET	O	O	7	det
7	nappe	nappe	NOUN	O	O	4	conj
8	sont	être	AUX	O	O	11	cop
9	donc	donc	ADV	O	O	11	advmod
10	relativement	relativement	ADV	O	O	11	advmod
11	rapides	rapide	ADJ	O	O	11	ROOT
12	au	au	ADP	O	O	13	case
13	niveau	niveau	NOUN	O	O	11	obl:mod
14	des	de	ADP	O	O	15	case
15	zones	zone	NOUN	O	O	13	nmod
16	non	non	ADV	O	O	15	amod


#imperméabilisées.
1	imperméabilisées	imperméabiliser	VERB	EN	O	1	ROOT
2	.	.	PUNCT	O	O	2	ROOT


#Le 26 septembre 1992, suite à l'ouverture accidentelle de la porte de l'autoclave, 80m3 d'huile (exemptes de PCB), se répandent sur le sol. 30m3 s'infiltrent dans le sous-sol.
1	Le	le	DET	BT	O	2	det
2	26	26	NUM	IT	O	28	obl:mod
3	septembre	septembre	NOUN	IT	O	2	nmod
4	1992	1992	NUM	ET	O	3	nmod
5	,	,	PUNCT	O	O	28	punct
6	suite	suite	NOUN	BR	O	9	case
7	à	à	ADP	ER	O	6	fixed
8	l'	le	DET	BN	O	9	det
9	ouverture	ouverture	NOUN	IN	O	28	obl:mod
10	accidentelle	accidentel	ADJ	EN	O	9	amod
11	de	de	ADP	O	O	13	case
12	la	le	DET	BO	O	13	det
13	porte	porte	NOUN	IO	O	9	nmod
14	de	de	ADP	IO	O	16	case
15	l'	le	DET	EO	O	16	det
16	autoclave	autoclave	NOUN	O	O	13	nmod
17	,	,	PUNCT	O	O	28	punct
18	80m3	80m3	NOUN	BO	O	28	nsubj
19	d'	de	ADP	BO	O	20	case
20	huile	huile	NOUN	EO	BS	18	nmod
21	(	(	PUNCT	O	O	18	punct
22	exemptes	exempte	NOUN	O	O	18	appos
23	de	de	ADP	O	O	24	case
24	PCB	pcb	NOUN	O	BS	22	nmod
25	)	)	PUNCT	O	O	18	punct
26	,	,	PUNCT	O	O	28	punct
27	se	se	PRON	BN	O	28	expl:comp
28	répandent	répandre	VERB	IN	O	28	ROOT
29	sur	sur	ADP	O	O	31	case
30	le	le	DET	O	O	31	det
31	sol	sol	NOUN	O	O	28	obl:arg
32	.	.	PUNCT	O	O	28	punct
33	30m3	30m3	NOUN	BO	O	35	nsubj
34	s'	se	PRON	O	O	35	expl:comp
35	infiltrent	infiltrer	VERB	BL	O	35	ROOT
36	dans	dans	ADP	IL	O	38	case
37	le	le	DET	IL	O	38	det
38	sous-sol	sous-sol	NOUN	EL	O	35	obl:arg
39	.	.	PUNCT	O	O	35	punct


#En juin 1999, la réalisation des piézomètres PO11 et PO12 a mis en évidence une phase libre de 60 cm d'hydrocarbures surnageant sur la nappe.
1	En	en	ADP	BT	O	2	case
2	juin	juin	NOUN	IT	O	13	obl:mod
3	1999	1999	PUNCT	ET	O	2	nmod
4	,	,	PUNCT	ET	O	13	punct
5	la	le	DET	BN	O	6	det
6	réalisation	réalisation	NOUN	EN	O	13	nsubj
7	des	de	ADP	O	O	8	case
8	piézomètres	piézomètre	NOUN	O	O	6	nmod
9	PO11	po11	NOUN	O	O	8	nmod
10	et	et	CCONJ	O	O	11	cc
11	PO12	po12	NOUN	O	O	9	conj
12	a	avoir	AUX	O	O	13	aux:tense
13	mis	mettre	VERB	O	O	13	ROOT
14	en	en	ADP	O	O	15	case
15	évidence	évidence	NOUN	O	O	13	obl:arg
16	une	un	DET	BO	O	17	det
17	phase	phase	NOUN	EO	O	13	obj
18	libre	libre	ADJ	O	O	17	amod
19	de	de	ADP	O	O	21	case
20	60	60	NUM	O	O	21	nummod
21	cm	cm	NOUN	O	O	17	nmod
22	d'	de	ADP	O	O	23	case
23	hydrocarbures	hydrocarbure	NOUN	O	BS	21	nmod
24	surnageant	surnager	VERB	O	O	23	acl
25	sur	sur	ADP	O	O	27	case
26	la	le	DET	O	O	27	det
27	nappe	nappe	NOUN	O	O	24	obl:arg
28	.	.	PUNCT	O	O	13	punct


#La présence dans ce surnageant de PCB a été noté en juin 2000, à l'occasion de la foration du piézomètre PO13  (0.4 mg/l d'hydrocarbure de PCB Arochlor 1260).
1	La	le	DET	BO	O	2	det
2	présence	présence	NOUN	EO	O	10	nsubj:pass
3	dans	dans	ADP	O	O	5	case
4	ce	ce	DET	O	O	5	det
5	surnageant	surnageant	NOUN	O	BU	2	nmod
6	de	de	ADP	O	O	7	case
7	PCB	PCB	PROPN	O	BS	5	nmod
8	a	avoir	AUX	BN	O	10	aux:tense
9	été	être	AUX	IN	O	10	aux:pass
10	noté	noter	VERB	EN	O	10	ROOT
11	en	en	ADP	BT	O	12	case
12	juin	juin	NOUN	IT	O	10	obl:mod
13	2000	2000	NUM	ET	O	12	nmod
14	,	,	NUM	ET	O	10	punct
15	à	à	ADP	BR	O	17	case
16	l'	le	DET	EN	O	17	det
17	occasion	occasion	NOUN	IR	O	10	obl:mod
18	de	de	ADP	ER	O	20	case
19	la	le	DET	BN	O	20	det
20	foration	foration	NOUN	EN	O	17	nmod
21	du	de	ADP	O	O	22	case
22	piézomètre	piézomètre	NOUN	O	O	20	nmod
23	PO13	po13	NOUN	O	O	22	nmod
24	 	 	SPACE	O	O	10	dep
25	(	(	PUNCT	O	O	10	punct
26	0.4	0.4	NUM	O	O	27	nummod
27	mg	milligramme	NOUN	O	O	10	obl:mod
28	/	sur	ADP	O	O	29	case
29	l	l	NOUN	O	O	27	nmod
30	d'	de	ADP	O	BS	31	case
31	hydrocarbure	hydrocarbure	NOUN	O	BS	29	nmod
32	de	de	ADP	O	BS	33	case
33	PCB	pcb	NOUN	O	BS	31	nmod
34	Arochlor	Arochlor	PROPN	O	BS	33	nmod
35	1260	1260	NUM	O	BS	33	nummod
36	)	)	PUNCT	O	O	10	punct
37	.	.	PUNCT	O	O	10	punct


#Un écrémage a alors été mis en place dans ce piézomètre PO13.
1	Un	un	DET	O	O	2	det
2	écrémage	écrémage	NOUN	BN	O	6	nsubj:pass
3	a	avoir	AUX	BN	O	6	aux:tense
4	alors	alors	ADV	IN	O	6	advmod
5	été	être	AUX	IN	O	6	aux:pass
6	mis	mettre	VERB	IN	O	6	ROOT
7	en	en	ADP	EN	O	8	case
8	place	place	NOUN	EN	O	6	obl:arg
9	dans	dans	ADP	O	O	11	case
10	ce	ce	DET	O	O	11	det
11	piézomètre	piézomètre	NOUN	O	O	6	obl:mod
12	PO13	po13	NOUN	O	O	11	nmod
13	.	.	PUNCT	O	O	6	punct


#Les études réalisées sont les suivantes :
1	Les	le	DET	BN	O	2	det
2	études	étude	NOUN	IN	O	6	nsubj
3	réalisées	réaliser	VERB	EN	O	2	acl
4	sont	être	AUX	O	O	6	cop
5	les	le	DET	O	O	6	det
6	suivantes	suivant	ADJ	O	O	6	ROOT
7	:	:	PUNCT	O	O	6	punct


#- 2002 : étude historique et documentaire puis ESR selon la méthodologie de l’époque (étape A et
1	-	-	PUNCT	O	O	2	punct
2	2002	2002	NUM	O	O	4	nmod
3	:	:	PUNCT	O	O	4	punct
4	étude	étude	NOUN	O	O	4	ROOT
5	historique	historique	ADJ	O	O	4	amod
6	et	et	CCONJ	O	O	7	cc
7	documentaire	documentaire	ADJ	O	O	5	conj
8	puis	puis	CCONJ	O	O	9	cc
9	ESR	esr	NOUN	O	O	4	conj
10	selon	selon	ADP	O	O	12	case
11	la	le	DET	O	O	12	det
12	méthodologie	méthodologie	NOUN	O	O	4	nmod
13	de	de	ADP	O	O	15	case
14	l’	l’	DET	O	O	15	det
15	époque	époque	NOUN	O	O	12	nmod
16	(	(	PUNCT	O	O	12	punct
17	étape	étape	NOUN	O	O	12	appos
18	A	a	NOUN	O	O	17	nmod
19	et	et	CCONJ	O	O	4	punct


#notation ESR - rapport n°AZ1600-1, révision du 14/08/02, CSD Ingénieurs) ;
1	notation	notation	NOUN	BO	O	1	ROOT
2	ESR	esr	NOUN	EO	O	1	nmod
3	-	-	PUNCT	O	O	4	punct
4	rapport	rapport	NOUN	O	O	4	ROOT
5	n°	numéro	NOUN	O	O	4	nmod
6	AZ1600	az1600	NOUN	O	O	4	nmod
7	-	-	NOUN	O	O	4	nmod
8	1	1	NOUN	O	O	4	nmod
9	,	,	PUNCT	O	O	4	punct
10	révision	révision	NOUN	O	O	4	nmod
11	du	de	ADP	O	O	12	case
12	14/08/02	14/08/02	NOUN	IT	O	10	nmod
13	,	,	PUNCT	O	O	4	punct
14	CSD	CSD	PROPN	O	II	4	nmod
15	Ingénieurs	ingénieur	NOUN	O	EI	14	nmod
16	)	)	PUNCT	O	O	4	punct
17	;	;	PUNCT	O	O	4	punct


#- 2006 : rapport n°AEPLC6052-RT01 de Vérification d’étanchéité des réseaux et cuves de stockage ATOS, juin 2006
1	-	-	PUNCT	BT	O	2	punct
2	2006	2006	NUM	ET	O	2	ROOT
3	:	:	PUNCT	O	O	4	punct
4	rapport	rapport	NOUN	O	O	2	nmod
5	n°	numéro	NOUN	O	O	4	nmod
6	AEPLC6052-RT01	aeplc6052-rt01	NOUN	O	O	4	nmod
7	de	de	ADP	O	O	8	case
8	Vérification	vérification	NOUN	O	O	4	nmod
9	d’	d’	ADP	O	O	10	case
10	étanchéité	étanchéité	NOUN	O	O	8	nmod
11	des	de	ADP	O	O	12	case
12	réseaux	réseau	NOUN	O	O	10	nmod
13	et	et	CCONJ	O	O	14	cc
14	cuves	cuve	NOUN	O	BD	12	conj
15	de	de	ADP	O	ED	16	case
16	stockage	stockage	NOUN	BO	ED	14	nmod
17	ATOS	ATOS	PROPN	EO	EI	16	nmod
18	,	,	PUNCT	O	O	2	punct
19	juin	juin	NOUN	BT	O	2	nmod
20	2006	2006	NUM	ET	O	19	nmod


#- 2009 :
1	-	-	PUNCT	IT	O	2	punct
2	2009	2009	NUM	ET	O	2	ROOT
3	:	:	PUNCT	O	O	2	punct


#o diagnostic environnemental approfondi (rapport LY3374.100, 23/06/09, CSD Ingénieurs) ;
1	o	o	PUNCT	O	O	2	punct
2	diagnostic	diagnostic	NOUN	BN	O	2	ROOT
3	environnemental	environnemental	ADJ	IN	O	2	amod
4	approfondi	approfondi	ADJ	EN	O	2	amod
5	(	(	PUNCT	O	O	2	punct
6	rapport	rapport	NOUN	O	O	2	nmod
7	LY3374.100	ly3374.100	NOUN	O	O	6	nmod
8	,	,	PUNCT	O	O	2	punct
9	23/06/09	23/06/09	NOUN	IT	O	2	nmod
10	,	,	PUNCT	O	O	2	punct
11	CSD	CSD	PROPN	O	BI	2	nmod
12	Ingénieurs	ingénieur	NOUN	O	EI	11	nmod
13	)	)	PUNCT	O	O	2	punct
14	;	;	PUNCT	O	O	2	punct


#o étude de vulnérabilité (rapport LY3374.101, 22/09/09, CSD Ingénieurs) ;
1	o	o	PUNCT	O	O	2	punct
2	étude	étude	NOUN	O	O	2	ROOT
3	de	de	ADP	O	O	4	case
4	vulnérabilité	vulnérabilité	NOUN	O	O	2	nmod
5	(	(	PUNCT	O	O	2	punct
6	rapport	rapport	NOUN	O	O	2	nmod
7	LY3374.101	ly3374.101	NOUN	O	O	6	nmod
8	,	,	PUNCT	O	O	2	punct
9	22/09/09	22/09/09	NOUN	ET	O	2	nmod
10	,	,	PUNCT	O	O	2	punct
11	CSD	csd	NOUN	O	BI	2	nmod
12	Ingénieurs	ingénieur	NOUN	O	EI	11	nmod
13	)	)	PUNCT	O	O	2	punct
14	;	;	PUNCT	O	O	2	punct


#o suivi de la qualité des eaux souterraines - campagne de décembre 2009 (LY3374.103,25/01/10, CSD Ingénieurs) ;
1	o	o	PUNCT	O	O	2	punct
2	suivi	suivi	NOUN	BO	O	2	ROOT
3	de	de	ADP	IO	O	5	case
4	la	le	DET	IO	O	5	det
5	qualité	qualité	NOUN	IO	O	2	nmod
6	des	de	ADP	IO	O	7	case
7	eaux	eau	NOUN	IO	O	5	nmod
8	souterraines	souterrain	ADJ	IO	O	7	amod
9	-	-	PUNCT	BN	O	10	punct
10	campagne	campagne	NOUN	IN	O	10	ROOT
11	de	de	ADP	IN	O	12	case
12	décembre	décembre	NOUN	BT	O	10	nmod
13	2009	2009	NUM	ET	O	12	nmod
14	(	(	PUNCT	O	O	10	punct
15	LY3374.103,25/01/10	ly3374.103,25/01/10	NOUN	BT	O	10	nmod
16	,	,	PUNCT	O	O	10	punct
17	CSD	CSD	PROPN	O	BI	10	nmod
18	Ingénieurs	ingénieur	NOUN	O	EI	17	nmod
19	)	)	PUNCT	O	O	10	punct
20	;	;	PUNCT	O	O	10	punct


#- 2010 :
1	-	-	PUNCT	O	O	2	punct
2	2010	2010	NUM	O	O	2	ROOT
3	:	:	PUNCT	O	O	2	punct


