
#42.0016
#Il s'agit de l'ensemble du site industriel de GIAT INDUSTRIES, précédemment exploité sous le nom d'Arsenal de Roanne, qui comporte notamment une ancienne décharge interne de 2 ha située à l'intérieur de l'établissement GIAT INDUSTRIES.
1	Il	il	PRON	O	O	3	expl:subj
13	ont	avoir	AUX	BR	O	14	aux:tense
14	fait	faire	VERB	IR	O	14	ROOT
15	l'	le	DET	IR	O	16	det
16	objet	objet	NOUN	IR	O	14	obj
17	de	de	ADP	IN	O	18	case
18	déclaration	déclaration	NOUN	EN	O	14	obl:arg
19	de	de	ADP	O	O	20	case
20	cessation	cessation	NOUN	BN	O	18	nmod
21	d'	de	ADP	IN	O	22	case
22	activités	activité	NOUN	EN	O	20	nmod
23	(	(	PUNCT	O	O	18	punct
24	à	à	ADP	BT	O	26	case
25	ce	ce	DET	IT	O	26	det
26	jour	jour	NOUN	IT	O	18	nmod
27	-14/12/2007-	-14/12/2007-	NOUN	IT	O	18	nmod
28	non	non	ADV	O	O	29	advmod
29	complétée	compléter	VERB	O	O	18	acl
30	)	)	PUNCT	O	O	14	punct
31	.	.	PUNCT	O	O	14	punct


#Ils ont été vendus pour accueillir des activités diverses.
1	Ils	il	PRON	O	O	4	nsubj:pass
2	ont	avoir	AUX	BN	O	4	aux:tense
3	été	être	AUX	IN	O	4	aux:pass
4	vendus	vendre	VERB	EN	O	4	ROOT
5	pour	pour	ADP	O	O	6	mark
6	accueillir	accueillir	VERB	O	O	4	advcl
7	des	un	DET	O	O	8	det
8	activités	activité	NOUN	O	O	6	obj
9	diverses	divers	ADJ	O	O	8	amod
10	.	.	PUNCT	O	O	4	punct


#Les activités industrielles sont rassemblées dans et aux abords du batiment Leclerc aujourd'hui exploité par NEXTER SYSTEMS.
1	Les	le	DET	BA	O	2	det
2	activités	activité	NOUN	IA	O	5	nsubj:pass
3	industrielles	industriel	ADJ	EA	O	2	amod
4	sont	être	AUX	BN	O	5	aux:pass
5	rassemblées	rassembler	VERB	EN	O	5	ROOT
6	dans	dans	ADP	BL	O	6	ROOT
7	et	et	CCONJ	BL	O	9	cc
8	aux	à	ADP	BL	O	9	case
9	abords	abord	NOUN	IL	O	6	conj
10	du	de	ADP	IL	O	11	case
11	batiment	batiment	NOUN	IL	O	9	nmod
12	Leclerc	Leclerc	PROPN	EL	O	11	nmod
13	aujourd'hui	aujourd'hui	ADV	BT	O	14	advmod
14	exploité	exploiter	VERB	O	O	11	acl
15	par	par	ADP	O	O	16	case
16	NEXTER	NEXTER	PROPN	BO	EI	14	obl:agent
17	SYSTEMS	SYSTEMS	PROPN	EO	EI	16	flat:name
18	.	.	PUNCT	O	O	6	punct


#Par arrêté préfectoral du 7 juillet 1999 une étude de sols, à réaliser avant la fin de 1999, a été prescrite à GIAT INDUSTRIES pour l'ensemble de leur site de ROANNE (120 ha sur ROANNE et MABLY).
1	Par	par	ADP	BO	O	2	case
2	arrêté	arrêté	NOUN	IO	O	9	obl:mod
3	préfectoral	préfectoral	ADJ	EO	O	2	amod
4	du	de	ADP	O	O	5	case
5	7	7	NUM	BT	O	2	nmod
6	juillet	juillet	NOUN	IT	O	5	nmod
7	1999	1999	NUM	ET	O	6	nmod
8	une	un	DET	BN	O	9	det
9	étude	étude	NOUN	IN	O	23	obl:mod
10	de	de	ADP	IN	O	11	case
11	sols	sol	NOUN	EN	O	9	nmod
12	,	,	PUNCT	O	O	9	punct
13	à	à	ADP	BT	O	14	mark
14	réaliser	réaliser	VERB	EN	O	9	acl
15	avant	avant	ADP	BT	O	17	case
16	la	le	DET	IT	O	17	det
17	fin	fin	NOUN	IT	O	14	obl:mod
18	de	de	ADP	IT	O	19	case
19	1999	1999	PUNCT	ET	O	17	nmod
20	,	,	PUNCT	ET	O	23	punct
21	a	avoir	AUX	BN	O	23	aux:tense
22	été	être	AUX	EN	O	23	aux:pass
23	prescrite	prescrire	VERB	EN	O	23	ROOT
24	à	à	ADP	O	O	25	case
25	GIAT	GIAT	PROPN	BO	BI	23	obl:arg
26	INDUSTRIES	INDUSTRIES	PROPN	EO	EI	25	flat:name
27	pour	pour	ADP	O	O	29	case
28	l'	le	DET	O	O	29	det
29	ensemble	ensemble	NOUN	O	O	23	obl:mod
30	de	de	ADP	O	O	32	case
31	leur	leur	DET	BO	O	32	det
32	site	site	NOUN	EO	O	29	nmod
33	de	de	ADP	IL	O	34	case
34	ROANNE	ROANNE	PROPN	EL	O	32	nmod
35	(	(	PUNCT	O	O	29	punct
36	120	120	NUM	O	O	37	nummod
37	ha	ha	NOUN	IL	O	29	appos
38	sur	sur	ADP	IL	O	39	case
39	ROANNE	ROANNE	PROPN	IL	O	37	nmod
40	et	et	CCONJ	IL	O	41	cc
41	MABLY	MABLY	PROPN	EL	O	39	conj
42	)	)	PUNCT	O	O	29	punct
43	.	.	PUNCT	O	O	23	punct


#L'étude de sols prescrite a été rendue en octobre 1999.
1	L'	le	DET	BN	O	2	det
2	étude	étude	NOUN	IN	O	8	nsubj:pass
3	de	de	ADP	IN	O	4	case
4	sols	sol	NOUN	EN	O	2	nmod
5	prescrite	prescrire	VERB	EN	O	2	acl
6	a	avoir	AUX	BN	O	8	aux:tense
7	été	être	AUX	IN	O	8	aux:pass
8	rendue	rendre	VERB	EN	O	8	ROOT
9	en	en	ADP	BT	O	10	case
10	octobre	octobre	NOUN	IT	O	8	obl:mod
11	1999	1999	NUM	ET	O	10	nmod
12	.	.	PUNCT	ET	O	8	punct


#ompte tenu de la superficie concernée, le site a été divisé en 4 secteurs (dont l'ancienne décharge déclarée) sur lesquels des évaluations simplifiées des risques (E.
1	ompte	ompte	VERB	O	O	12	advcl
2	tenu	tenir	VERB	O	O	1	fixed
3	de	de	ADP	O	O	5	case
4	la	le	DET	O	O	5	det
5	superficie	superficie	NOUN	O	O	2	obl:arg
6	concernée	concerner	VERB	O	O	5	acl
7	,	,	PUNCT	O	O	12	punct
8	le	le	DET	BO	O	9	det
9	site	site	NOUN	EO	O	12	nsubj:pass
10	a	avoir	AUX	BN	O	12	aux:tense
11	été	être	AUX	IN	O	12	aux:pass
12	divisé	diviser	VERB	EN	O	12	ROOT
13	en	en	ADP	EN	O	15	case
14	4	4	NUM	BO	O	15	nummod
15	secteurs	secteur	NOUN	EO	O	12	obl:arg
16	(	(	PUNCT	O	O	15	punct
17	dont	dont	PRON	O	O	20	nmod
18	l'	le	DET	O	O	20	det
19	ancienne	ancien	ADJ	O	O	20	amod
20	décharge	décharge	NOUN	O	O	15	acl:relcl
21	déclarée	déclarer	VERB	O	O	20	acl
22	)	)	PUNCT	O	O	15	punct
23	sur	sur	ADP	O	O	24	case
24	lesquels	lequel	PRON	O	O	26	nmod
25	des	un	DET	O	O	26	det
26	évaluations	évaluation	NOUN	IN	O	15	acl:relcl
27	simplifiées	simplifier	ADJ	IN	O	26	amod
28	des	de	ADP	O	O	29	case
29	risques	risque	NOUN	O	O	26	nmod
30	(	(	PUNCT	O	O	26	punct
31	E.	e.	NOUN	O	O	26	appos


#.R.)ont été réalisées.
1	.R.)ont	.r.)ont	NOUN	BN	O	3	nsubj:pass
2	été	être	AUX	IN	O	3	aux:pass
3	réalisées	réaliser	VERB	EN	O	3	ROOT
4	.	.	PUNCT	O	O	3	punct


#L'ensemble de ces secteurs est classé comme site à surveiller.
1	L'	le	DET	O	O	2	det
2	ensemble	ensemble	NOUN	O	O	7	nsubj:pass
3	de	de	ADP	O	O	5	case
4	ces	ce	DET	BO	O	5	det
5	secteurs	secteur	NOUN	EO	O	2	nmod
6	est	être	AUX	O	O	7	aux:pass
7	classé	classer	VERB	O	O	7	ROOT
8	comme	comme	ADP	O	O	9	case
9	site	site	NOUN	O	O	7	xcomp
10	à	à	ADP	O	O	11	mark
11	surveiller	surveiller	VERB	O	O	9	acl
12	.	.	PUNCT	O	O	7	punct


#La secteur "Somme" sur lequel existait un parc à copeaux a fait l'objet d'un diagnostic approfondi remis fin février 2000.
1	La	le	DET	O	O	2	det
2	secteur	secteur	NOUN	O	O	14	nsubj
3	"	"	PUNCT	O	O	4	punct
4	Somme	Somme	PROPN	EL	O	2	nmod
5	"	"	PUNCT	O	O	4	punct
6	sur	sur	ADP	O	O	7	case
7	lequel	lequel	PRON	O	O	8	dep
8	existait	exister	VERB	O	O	2	acl:relcl
9	un	un	DET	O	O	10	det
10	parc	parc	NOUN	BA	O	8	nsubj
11	à	à	ADP	IA	O	12	case
12	copeaux	copeau	NOUN	EA	O	10	nmod
13	a	avoir	AUX	BR	O	14	aux:tense
14	fait	faire	VERB	IR	O	14	ROOT
15	l'	le	DET	IR	O	16	det
16	objet	objet	NOUN	IR	O	14	obj
17	d'	de	ADP	ER	O	19	case
18	un	un	DET	BN	O	19	det
19	diagnostic	diagnostic	NOUN	IN	O	14	obl:arg
20	approfondi	approfondi	ADJ	EN	O	19	amod
21	remis	remettre	VERB	EN	O	19	acl
22	fin	fin	NOUN	BT	O	21	obj
23	février	février	NOUN	IT	O	22	nmod
24	2000	2000	NUM	ET	O	23	nmod
25	.	.	PUNCT	ET	O	14	punct


#Ce secteur présentant des traces de pollution par les hydrocarbures et devant être rétrocédé à un autre industriel a été dépollué et a fait l'objet d'un rapport de fin de travaux transmis à l'administration fin mars 2000 et montrant que cette partie est banlisable.
1	Ce	ce	DET	BO	O	2	det
2	secteur	secteur	NOUN	EO	O	21	nsubj:pass
3	présentant	présenter	VERB	O	O	2	acl
4	des	un	DET	O	O	5	det
5	traces	trace	NOUN	O	O	3	obj
6	de	de	ADP	O	O	7	case
7	pollution	pollution	NOUN	O	O	5	nmod
8	par	par	ADP	O	O	10	case
9	les	le	DET	O	O	10	det
10	hydrocarbures	hydrocarbure	NOUN	EO	BS	7	nmod
11	et	et	CCONJ	O	O	12	cc
12	devant	devoir	VERB	BN	O	3	conj
13	être	être	AUX	IN	O	14	aux:pass
14	rétrocédé	rétrocéder	VERB	IN	O	12	xcomp
15	à	à	ADP	O	O	18	case
16	un	un	DET	BO	O	18	det
17	autre	autre	ADJ	IO	O	18	amod
18	industriel	industriel	NOUN	EO	O	14	obl:arg
19	a	avoir	AUX	BN	O	21	aux:tense
20	été	être	AUX	IN	O	21	aux:pass
21	dépollué	dépolluer	VERB	EN	O	21	ROOT
22	et	et	CCONJ	O	O	24	cc
23	a	avoir	AUX	BR	O	24	aux:tense
24	fait	faire	VERB	IR	O	21	conj
25	l'	le	DET	IR	O	26	det
26	objet	objet	NOUN	IR	O	24	obj
27	d'	de	ADP	ER	O	29	case
28	un	un	DET	BN	O	29	det
29	rapport	rapport	NOUN	IN	O	24	obl:arg
30	de	de	ADP	IN	O	31	case
31	fin	fin	NOUN	IN	O	29	nmod
32	de	de	ADP	IN	O	33	case
33	travaux	travail	NOUN	IN	O	31	nmod
34	transmis	transmettre	VERB	EN	O	29	acl
35	à	à	ADP	O	O	37	case
36	l'	le	DET	BO	O	37	det
37	administration	administration	NOUN	EO	O	34	obl:arg
38	fin	fin	NOUN	BT	O	34	obl:mod
39	mars	mars	NOUN	IT	O	38	nmod
40	2000	2000	NUM	ET	O	39	nmod
41	et	et	CCONJ	O	O	42	cc
42	montrant	montrer	VERB	O	O	38	conj
43	que	que	SCONJ	O	O	47	mark
44	cette	ce	DET	O	O	45	det
45	partie	partie	NOUN	O	O	47	nsubj
46	est	être	AUX	O	O	47	cop
47	banlisable	banlisabl	ADJ	O	O	42	ccomp
48	.	.	PUNCT	O	O	21	punct


#Un suivi piézométrique a été imposé pendant les opérations de dépollution.
1	Un	un	DET	BO	O	2	det
2	suivi	suivi	NOUN	BO	O	6	nsubj:pass
3	piézométrique	piézométrique	ADJ	EO	O	2	amod
4	a	avoir	AUX	BN	O	6	aux:tense
5	été	être	AUX	IN	O	6	aux:pass
6	imposé	imposer	VERB	EN	O	6	ROOT
7	pendant	pendant	ADP	BT	O	9	case
8	les	le	DET	BN	O	9	det
9	opérations	opération	NOUN	IN	O	6	obl:mod
10	de	de	ADP	IN	O	11	case
11	dépollution	dépollution	NOUN	EN	O	9	nmod
12	.	.	PUNCT	O	O	6	punct


#Par arrêté préfectoral du 11 février 2005, il a été imposé à l'exploitant une surveillance des eaux souterraines à partir d'un réseau de 11 piézomètres à l'intérieur du site et d'un puits chez un particulier à proximité.
1	Par	par	ADP	BO	O	2	case
2	arrêté	arrêté	NOUN	IO	O	12	obl:mod
3	préfectoral	préfectoral	ADJ	EO	O	2	amod
4	du	de	ADP	O	O	5	case
5	11	11	NUM	BT	O	2	nmod
6	février	février	NOUN	IT	O	5	nmod
7	2005	2005	PUNCT	ET	O	6	nmod
8	,	,	PUNCT	ET	O	12	punct
9	il	il	PRON	BN	O	12	nsubj:pass
10	a	avoir	AUX	BN	O	12	aux:tense
11	été	être	AUX	IN	O	12	aux:pass
12	imposé	imposer	VERB	EN	O	12	ROOT
13	à	à	ADP	O	O	15	case
14	l'	le	DET	BO	O	15	det
15	exploitant	exploitant	NOUN	EO	O	12	obl:arg
16	une	un	DET	BA	O	17	det
17	surveillance	surveillance	NOUN	IA	O	12	obj
18	des	de	ADP	IA	O	19	case
19	eaux	eau	NOUN	IA	O	17	nmod
20	souterraines	souterrain	ADJ	EA	O	19	amod
21	à	à	ADP	O	O	17	advmod
22	partir	partir	VERB	O	O	21	fixed
23	d'	de	ADP	O	O	25	case
24	un	un	DET	O	O	25	det
25	réseau	réseau	NOUN	O	O	21	dep
26	de	de	ADP	O	O	28	case
27	11	11	NUM	O	O	28	nummod
28	piézomètres	piézomètre	NOUN	O	O	25	nmod
29	à	à	ADP	O	O	31	case
30	l'	le	DET	O	O	31	det
31	intérieur	intérieur	NOUN	O	O	25	nmod
32	du	de	ADP	O	O	33	case
33	site	site	NOUN	O	O	31	nmod
34	et	et	CCONJ	O	O	37	cc
35	d'	de	ADP	O	O	37	case
36	un	un	DET	BO	O	37	det
37	puits	puits	NOUN	EO	O	25	conj
38	chez	chez	ADP	BR	O	40	case
39	un	un	DET	BO	O	40	det
40	particulier	particulier	NOUN	EO	O	21	dep
41	à	à	ADP	BL	O	42	case
42	proximité	proximité	NOUN	IL	O	40	nmod
43	.	.	PUNCT	O	O	12	punct


#Cette surveillance concerne certains métaux et composés organo-halogénés volatils  ainsi que les phénols et les PCB.
1	Cette	ce	DET	BN	O	2	det
2	surveillance	surveillance	NOUN	EA	O	3	nsubj
3	concerne	concerne	VERB	O	O	3	ROOT
4	certains	certain	DET	O	O	5	det
5	métaux	métal	NOUN	O	BS	3	obj
6	et	et	CCONJ	O	O	7	cc
7	composés	composé	NOUN	O	BS	5	conj
8	organo	organo	ADJ	O	IS	7	amod
9	-	-	ADJ	O	IS	7	amod
10	halogénés	halogéné	ADJ	O	ES	7	amod
11	volatils	volatil	ADJ	O	O	7	amod
12	 	 	SPACE	O	O	3	dep
13	ainsi	ainsi	ADV	O	O	16	cc
14	que	que	SCONJ	O	BS	13	fixed
15	les	le	DET	O	BS	16	det
16	phénols	phénol	NOUN	O	BS	12	conj
17	et	et	CCONJ	O	O	19	cc
18	les	le	DET	O	BS	19	det
19	PCB	pcb	NOUN	O	BS	16	conj
20	.	.	PUNCT	O	O	16	punct


#Plusieurs parties des terrains, restant sous la responsabilité de GIAT INDUSTRIES ont fait l'objet de déclaration de cessation d'activités (à ce jour -14/12/2007- non complétée).
1	Plusieurs	plusieurs	DET	BO	O	2	det
2	parties	party	NOUN	IO	O	14	nsubj
3	des	de	ADP	IO	O	4	case
4	terrains	terrain	NOUN	EO	O	2	nmod
5	,	,	PUNCT	O	O	2	punct
6	restant	rester	VERB	O	O	2	acl
7	sous	sous	ADP	O	O	9	case
8	la	le	DET	BO	O	9	det
9	responsabilité	responsabilité	NOUN	BO	O	6	obl:arg
10	de	de	ADP	BO	O	11	case
11	GIAT	GIAT	PROPN	BO	BI	9	nmod
12	INDUSTRIES	INDUSTRIES	PROPN	EO	EI	11	flat:name
13	ont	avoir	AUX	BR	O	14	aux:tense
14	fait	faire	VERB	IR	O	14	ROOT
15	l'	le	DET	IR	O	16	det
16	objet	objet	NOUN	IR	O	14	obj
17	de	de	ADP	IN	O	18	case
18	déclaration	déclaration	NOUN	EN	O	14	obl:arg
19	de	de	ADP	O	O	20	case
20	cessation	cessation	NOUN	BN	O	18	nmod
21	d'	de	ADP	IN	O	22	case
22	activités	activité	NOUN	EN	O	20	nmod
23	(	(	PUNCT	O	O	18	punct
24	à	à	ADP	BT	O	26	case
25	ce	ce	DET	IT	O	26	det
26	jour	jour	NOUN	IT	O	18	nmod
27	-14/12/2007-	-14/12/2007-	NOUN	IT	O	18	nmod
28	non	non	ADV	O	O	29	advmod
29	complétée	compléter	VERB	O	O	18	acl
30	)	)	PUNCT	O	O	14	punct
31	.	.	PUNCT	O	O	14	punct


#Ils ont été vendus pour accueillir des activités diverses.
1	Ils	il	PRON	O	O	4	nsubj:pass
2	ont	avoir	AUX	BN	O	4	aux:tense
3	été	être	AUX	IN	O	4	aux:pass
4	vendus	vendre	VERB	EN	O	4	ROOT
5	pour	pour	ADP	O	O	6	mark
6	accueillir	accueillir	VERB	O	O	4	advcl
7	des	un	DET	O	O	8	det
8	activités	activité	NOUN	O	O	6	obj
9	diverses	divers	ADJ	O	O	8	amod
10	.	.	PUNCT	O	O	4	punct


#69.0116
#Le site occupe une superficie de prés de 12 850 m² sur la commune de Villeurbanne, dans le département du Rhône.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	3	nsubj
3	occupe	occupe	VERB	O	O	3	ROOT
4	une	un	DET	O	O	5	det
5	superficie	superficie	NOUN	O	O	3	obj
6	de	de	ADP	O	O	11	case
7	prés	prés	ADV	O	O	11	advmod
8	de	de	ADP	O	O	11	dep
9	12	12	DET	O	O	11	det
10	850	850	DET	O	O	11	det
11	m²	m²	NOUN	O	O	5	nmod
12	sur	sur	ADP	BL	O	14	case
13	la	le	DET	IL	O	14	det
14	commune	commune	NOUN	IL	O	3	obl:mod
15	de	de	ADP	IL	O	16	case
16	Villeurbanne	Villeurbanne	PROPN	EL	O	14	nmod
17	,	,	PUNCT	O	O	14	punct
18	dans	dans	ADP	BL	O	20	case
19	le	le	DET	IL	O	20	det
20	département	département	NOUN	IL	O	14	nmod
21	du	de	ADP	IL	O	22	case
22	Rhône	Rhône	PROPN	EL	O	20	nmod
23	.	.	PUNCT	O	O	3	punct


#Il se situe à 1.3 km du fleuve qui s'écoule en direction de l'ouest.
1	Il	il	PRON	BO	O	3	nsubj
2	se	se	PRON	BL	O	3	expl:comp
3	situe	situe	VERB	IL	O	3	ROOT
4	à	à	ADP	IL	O	6	case
5	1.3	1.3	NUM	IL	O	6	nummod
6	km	kilomètre	NOUN	IL	O	3	obl:arg
7	du	de	ADP	IL	O	8	case
8	fleuve	fleuve	NOUN	EL	O	6	nmod
9	qui	qui	PRON	O	O	11	nsubj
10	s'	se	PRON	BL	O	11	expl:comp
11	écoule	écoule	VERB	IL	O	8	acl:relcl
12	en	en	ADP	IL	O	13	case
13	direction	direction	NOUN	IL	O	11	obl:mod
14	de	de	ADP	IL	O	16	case
15	l'	le	DET	IL	O	16	det
16	ouest	ouest	NOUN	EL	O	13	nmod
17	.	.	PUNCT	O	O	3	punct


#La nappe d'accompagnement du Rhône se situe à 14 m de profondeur au droit du site.
1	La	le	DET	BO	O	2	det
2	nappe	nappe	NOUN	EO	O	8	nsubj
3	d'	de	ADP	O	O	4	case
4	accompagnement	accompagnement	NOUN	BL	O	2	nmod
5	du	de	ADP	IL	O	6	case
6	Rhône	Rhône	PROPN	EL	O	4	nmod
7	se	se	PRON	BL	O	8	expl:comp
8	situe	situe	VERB	IL	O	8	ROOT
9	à	à	ADP	IL	O	11	case
10	14	14	NUM	IL	O	11	nummod
11	m	m	NOUN	IL	O	8	obl:arg
12	de	de	ADP	IL	O	13	case
13	profondeur	profondeur	NOUN	IL	O	11	nmod
14	au	au	ADP	IL	O	15	case
15	droit	droit	NOUN	IL	O	8	obl:mod
16	du	de	ADP	IL	O	17	case
17	site	site	NOUN	EL	O	15	nmod
18	.	.	PUNCT	O	O	8	punct


#Le site, installé dans un quartier ancien de l'agglomération lyonnaise où se côtoyaient les petites entreprises et les habitations, a accueilli une usine de production de gaz à partir de la houille de 1888 à 1950.
1	Le	le	DET	BO	O	2	det
2	site	site	NOUN	EO	O	24	nsubj
3	,	,	PUNCT	O	O	2	punct
4	installé	installer	VERB	BL	O	2	acl
5	dans	dans	ADP	IL	O	7	case
6	un	un	DET	IL	O	7	det
7	quartier	quartier	NOUN	IL	O	4	obl:arg
8	ancien	ancien	ADJ	IL	O	7	amod
9	de	de	ADP	IL	O	11	case
10	l'	le	DET	IL	O	11	det
11	agglomération	agglomération	NOUN	IL	O	7	nmod
12	lyonnaise	lyonnais	ADJ	EL	O	11	amod
13	où	où	PRON	O	O	15	iobj
14	se	se	PRON	O	O	15	expl:comp
15	côtoyaient	côtoyer	VERB	BA	O	7	acl:relcl
16	les	le	DET	BA	O	18	det
17	petites	petit	ADJ	IA	O	18	amod
18	entreprises	entreprise	NOUN	IA	O	15	dep
19	et	et	CCONJ	IA	O	21	cc
20	les	le	DET	IA	O	21	det
21	habitations	habitation	NOUN	EA	O	18	conj
22	,	,	PUNCT	O	O	24	punct
23	a	avoir	AUX	BN	O	24	aux:tense
24	accueilli	accueillir	VERB	EN	O	24	ROOT
25	une	un	DET	BO	O	26	det
26	usine	usine	NOUN	IO	O	24	obj
27	de	de	ADP	IO	O	28	case
28	production	production	NOUN	IO	O	26	nmod
29	de	de	ADP	IO	O	30	case
30	gaz	gaz	NOUN	EO	O	28	nmod
31	à	à	ADP	BR	O	26	advmod
32	partir	partir	VERB	IR	O	31	fixed
33	de	de	ADP	ER	O	35	case
34	la	le	DET	BA	O	35	det
35	houille	houille	NOUN	EA	O	31	dep
36	de	de	ADP	BT	O	37	case
37	1888	1888	NUM	IT	O	24	obl:mod
38	à	à	ADP	IT	O	39	case
39	1950	1950	NUM	ET	O	37	nmod
40	.	.	PUNCT	O	O	24	punct


#Après l'arrêt de la production, les installations ont été démolies, puis le site a été réhabilité en 1992 pour les besoins internes à EDF GDF Services.
1	Après	après	ADP	BN	O	3	case
2	l'	le	DET	BN	O	3	det
3	arrêt	arrêt	NOUN	IN	O	12	obl:mod
4	de	de	ADP	IN	O	6	case
5	la	le	DET	IN	O	6	det
6	production	production	NOUN	EN	O	3	nmod
7	,	,	PUNCT	O	O	12	punct
8	les	le	DET	BO	O	9	det
9	installations	installation	NOUN	EO	O	12	nsubj:pass
10	ont	avoir	AUX	BN	O	12	aux:tense
11	été	être	AUX	IN	O	12	aux:pass
12	démolies	démolir	VERB	EN	O	12	ROOT
13	,	,	PUNCT	O	O	12	punct
14	puis	puis	CCONJ	O	O	19	cc
15	le	le	DET	BO	O	16	det
16	site	site	NOUN	EO	O	19	nsubj:pass
17	a	avoir	AUX	BN	O	19	aux:tense
18	été	être	AUX	IN	O	19	aux:pass
19	réhabilité	réhabiliter	VERB	EN	O	12	conj
20	en	en	ADP	BT	O	21	case
21	1992	1992	NUM	ET	O	19	obl:mod
22	pour	pour	ADP	O	O	24	case
23	les	le	DET	BN	O	24	det
24	besoins	besoin	NOUN	IN	O	19	obl:mod
25	internes	interne	ADJ	O	O	24	amod
26	à	à	ADP	O	O	27	case
27	EDF	EDF	PROPN	O	BI	25	obl:arg
28	GDF	GDF	PROPN	O	II	27	nmod
29	Services	service	NOUN	O	EI	27	nmod
30	.	.	PUNCT	O	O	12	punct


